,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
567,487,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,770,15656,1635,865,487,Rhys Norrington-Davies,39,DEF,Aston Villa,Sheffield Utd,Sheffield Utd
568,488,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-958,4537,68,1026,488,Oliver Norwood,48,MID,Aston Villa,Sheffield Utd,Sheffield Utd
569,489,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,2,1351,27,25,489,Ben Osborn,48,MID,Aston Villa,Sheffield Utd,Sheffield Utd
570,490,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,52,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,0.3,6.0,0.3,1,0.06,0.00,0.06,0.28,43,18634,180917,27939,9305,490,William Osula,43,FWD,Aston Villa,Sheffield Utd,Sheffield Utd
571,576,158,Brentford,6,True,2023-12-09T15:00:00Z,1,0,16,90,0,0,1,0,0,0,0,1,0,0,1,26,17.4,10.4,2.0,3.0,1,0.00,0.05,0.05,0.64,44,827,10045,1126,299,576,Jack Robinson,44,DEF,Aston Villa,Sheffield Utd,Sheffield Utd
572,587,158,Brentford,1,True,2023-12-09T15:00:00Z,1,0,16,37,0,0,0,0,0,0,0,0,0,0,0,3,12.4,11.1,30.0,5.4,0,0.64,0.00,0.64,0.37,47,-19,2032,16,35,587,Anis Slimane,47,MID,Aston Villa,Sheffield Utd,Sheffield Utd
573,592,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-39,4916,23,62,592,Yasser Larouci,43,DEF,Aston Villa,Sheffield Utd,Sheffield Utd
574,593,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,52,13,3712,150,137,593,Bénie Traoré,52,FWD,Aston Villa,Sheffield Utd,Sheffield Utd
575,638,158,Brentford,3,True,2023-12-09T15:00:00Z,1,0,16,90,0,0,1,0,0,0,0,0,0,0,0,9,5.2,4.4,0.0,1.0,1,0.00,0.02,0.02,0.64,50,104,1801,164,60,638,Vini de Souza Costa,50,MID,Aston Villa,Sheffield Utd,Sheffield Utd
576,653,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-69,7415,65,134,653,Femi Seriki,40,DEF,Aston Villa,Sheffield Utd,Sheffield Utd
577,654,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-31,2537,0,31,654,Louie Marsh,45,FWD,Aston Villa,Sheffield Utd,Sheffield Utd
578,655,158,Brentford,3,True,2023-12-09T15:00:00Z,1,0,16,72,0,0,1,0,0,0,0,0,0,0,0,5,3.0,1.2,4.0,0.8,1,0.00,0.01,0.01,0.46,44,101,3668,211,110,655,Andre Brooks,44,MID,Aston Villa,Sheffield Utd,Sheffield Utd
579,656,158,Brentford,0,True,2023-12-09T15:00:00Z,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,18,8835,343,325,656,Antwoine Hackford,45,FWD,Aston Villa,Sheffield Utd,Sheffield Utd
580,663,165,Chelsea,1,False,2023-12-16T15:00:00Z,2,0,17,79,0,0,0,2,0,0,0,1,0,0,0,3,6.8,35.6,9.0,5.1,1,0.03,0.04,0.07,1.61,50,-572,19254,1382,1954,663,Gustavo Hamer,50,MID,Aston Villa,Sheffield Utd,Sheffield Utd
581,666,165,Chelsea,0,False,2023-12-16T15:00:00Z,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-7,456,21,28,666,Tom Davies,50,MID,Aston Villa,Sheffield Utd,Sheffield Utd
582,450,159,Newcastle,3,True,2023-12-10T16:30:00Z,4,1,16,85,0,0,1,0,0,0,0,0,0,0,0,13,8.6,37.0,14.0,6.0,1,0.15,0.14,0.29,1.36,58,-630,57677,4692,5322,450,Brennan Johnson,58,MID,Spurs,Everton,Spurs
583,491,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,31,21680,403,372,491,Brandon Austin,39,GKP,Spurs,Everton,Spurs
584,492,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-235,1746,6,241,492,Rodrigo Bentancur,54,MID,Spurs,Everton,Spurs
585,493,159,Newcastle,3,True,2023-12-10T16:30:00Z,4,1,16,85,0,0,1,0,0,0,0,0,0,0,0,20,29.2,7.4,7.0,4.4,1,0.04,0.02,0.06,1.36,50,-383,41581,845,1228,493,Yves Bissouma,50,MID,Spurs,Everton,Spurs
586,494,159,Newcastle,1,True,2023-12-10T16:30:00Z,4,1,16,4,0,0,0,1,0,0,0,0,0,0,0,4,4.2,0.8,2.0,0.7,0,0.00,0.02,0.02,0.33,49,1,1287,90,89,494,Bryan Gil Salvatierra,49,MID,Spurs,Everton,Spurs
587,495,159,Newcastle,2,True,2023-12-10T16:30:00Z,4,1,16,90,0,0,0,1,0,0,0,0,0,0,0,14,15.2,4.4,3.0,2.3,1,0.02,0.11,0.13,1.69,43,148,44880,1042,894,495,Ben Davies,43,DEF,Spurs,Everton,Spurs
588,496,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-4632,52775,42,4674,496,Eric Dier,42,DEF,Spurs,Everton,Spurs
589,497,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-2055,90666,705,2760,497,Emerson Leite de Souza Junior,44,DEF,Spurs,Everton,Spurs
590,498,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-2168,219414,1699,3867,498,Fraser Forster,39,GKP,Spurs,Everton,Spurs
591,499,159,Newcastle,1,True,2023-12-10T16:30:00Z,4,1,16,17,0,0,0,1,0,0,0,0,0,0,0,1,2.4,1.5,0.0,0.4,0,0.00,0.00,0.00,0.60,52,-273,29011,464,737,499,Pierre-Emile Højbjerg,52,MID,Spurs,Everton,Spurs
592,500,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,125,-129,63556,0,129,500,Harry Kane,125,FWD,Spurs,Everton,Spurs
593,501,159,Newcastle,2,True,2023-12-10T16:30:00Z,4,1,16,90,0,0,0,1,0,0,0,0,0,0,0,18,22.4,63.6,42.0,12.8,1,0.16,0.63,0.79,1.69,70,11441,268110,28444,17003,501,Dejan Kulusevski,71,MID,Spurs,Everton,Spurs
594,502,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-173,63181,1102,1275,502,Hugo Lloris,48,GKP,Spurs,Everton,Spurs
595,503,159,Newcastle,1,True,2023-12-10T16:30:00Z,4,1,16,17,0,0,0,1,0,0,0,0,0,0,0,2,6.0,2.3,0.0,0.8,0,0.00,0.00,0.00,0.60,48,3972,27316,6747,2775,503,Giovani Lo Celso,48,MID,Spurs,Everton,Spurs
596,504,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,78,-51515,934143,300,51815,504,James Maddison,78,MID,Spurs,Everton,Spurs
597,505,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-257,20351,0,257,505,Tanguy Ndombélé Alvaro,44,MID,Spurs,Everton,Spurs
598,506,159,Newcastle,5,True,2023-12-10T16:30:00Z,4,1,16,90,0,1,0,1,0,0,0,0,0,0,0,30,35.8,51.3,26.0,11.3,1,0.10,0.39,0.49,1.69,53,78355,1471556,107707,29352,506,Pedro Porro,55,DEF,Spurs,Everton,Spurs
599,507,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-877,85189,35,912,507,Ivan Perišić,47,DEF,Spurs,Everton,Spurs
600,509,159,Newcastle,15,True,2023-12-10T16:30:00Z,4,1,16,72,2,0,1,0,0,0,0,0,0,0,2,46,73.2,1.3,62.0,13.7,1,0.71,0.01,0.72,1.09,66,37,102999,1308,1271,509,Richarlison de Andrade,67,MID,Spurs,Everton,Spurs
601,510,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-96,6899,0,96,510,Joe Rodon,40,DEF,Spurs,Everton,Spurs
602,511,159,Newcastle,1,True,2023-12-10T16:30:00Z,4,1,16,90,0,0,0,1,0,0,0,1,0,0,0,12,13.8,1.8,7.0,2.3,1,0.03,0.03,0.06,1.69,49,42510,1023389,51951,9441,511,Cristian Romero,49,DEF,Spurs,Everton,Spurs
603,512,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-50,8287,0,50,512,Davinson Sánchez,44,DEF,Spurs,Everton,Spurs
604,513,159,Newcastle,3,True,2023-12-10T16:30:00Z,4,1,16,72,0,0,1,0,0,0,0,0,0,0,0,13,13.6,24.9,4.0,4.3,1,0.21,0.03,0.24,1.09,45,-10033,240449,6370,16403,513,Pape Matar Sarr,45,MID,Spurs,Everton,Spurs
605,514,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,0,606,11,11,514,Ryan Sessegnon,44,DEF,Spurs,Everton,Spurs
606,515,159,Newcastle,1,True,2023-12-10T16:30:00Z,4,1,16,4,0,0,0,1,0,0,0,0,0,0,0,1,5.6,11.7,33.0,5.0,0,0.50,0.01,0.51,0.33,46,-197,9609,197,394,515,Oliver Skipp,46,MID,Spurs,Everton,Spurs
607,516,159,Newcastle,17,True,2023-12-10T16:30:00Z,4,1,16,90,1,2,1,0,0,0,0,0,0,0,3,52,78.6,44.5,57.0,18.0,1,1.06,0.35,1.41,1.36,96,-279060,3526451,50975,330035,516,Son Heung-min,98,MID,Spurs,Everton,Spurs
608,517,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-284,23157,0,284,517,Djed Spence,40,DEF,Spurs,Everton,Spurs
609,518,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-466,36642,0,466,518,Japhet Tanganga,40,DEF,Spurs,Everton,Spurs
610,519,159,Newcastle,9,True,2023-12-10T16:30:00Z,4,1,16,90,1,0,0,1,0,0,0,0,0,0,1,32,49.6,24.2,35.0,10.9,1,0.90,0.04,0.94,1.69,48,-18690,981129,11447,30137,519,Destiny Udogie,48,DEF,Spurs,Everton,Spurs
611,520,159,Newcastle,2,True,2023-12-10T16:30:00Z,4,1,16,90,0,0,0,1,0,0,0,0,0,2,0,13,21.0,0.0,0.0,2.1,1,0.00,0.00,0.00,1.69,52,-3623,831506,30116,33739,520,Guglielmo Vicario,53,GKP,Spurs,Everton,Spurs
612,521,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,401,24886,1161,760,521,Alfie Whiteman,39,GKP,Spurs,Everton,Spurs
613,583,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,51,-88,8580,7,95,583,Manor Solomon,51,MID,Spurs,Everton,Spurs
614,639,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-20007,155740,149,20156,639,Micky van de Ven,44,DEF,Spurs,Everton,Spurs
615,640,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-140,14539,0,140,640,Dane Scarlett,45,FWD,Spurs,Everton,Spurs
616,641,159,Newcastle,0,True,2023-12-10T16:30:00Z,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-46,6672,159,205,641,Alejo Véliz,54,FWD,Spurs,Everton,Spurs
617,522,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,90,0,0,0,5,0,0,0,0,0,0,0,15,15.8,0.7,0.0,1.7,1,0.00,0.01,0.01,2.34,45,-2186,98703,1659,3845,522,Nayef Aguerd,45,DEF,West Ham,Man Utd,West Ham
618,523,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,57,-12813,217543,223,13036,523,Michail Antonio,57,FWD,West Ham,Man Utd,West Ham
619,524,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-210699,3668156,15573,226272,524,Alphonse Areola,42,GKP,West Ham,Man Utd,West Ham
620,525,155,Fulham,1,False,2023-12-10T14:00:00Z,5,0,16,25,0,0,0,1,0,0,0,0,0,0,0,-3,2.2,1.2,18.0,2.1,0,0.45,0.00,0.45,0.80,56,-929,44826,356,1285,525,Saïd Benrahma,56,MID,West Ham,Man Utd,West Ham
621,526,155,Fulham,2,False,2023-12-10T14:00:00Z,5,0,16,90,0,0,0,5,0,0,0,0,0,0,0,3,11.0,14.7,45.0,7.1,1,0.72,0.22,0.94,2.34,77,346426,2175115,383640,37214,526,Jarrod Bowen,77,MID,West Ham,Man Utd,West Ham
622,527,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,52,-63,5395,55,118,527,Maxwel Cornet,52,MID,West Ham,Man Utd,West Ham
623,528,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,90,0,0,0,5,0,0,0,0,0,0,0,13,11.0,25.7,4.0,4.1,1,0.00,0.33,0.33,2.34,46,8742,370044,19752,11010,528,Vladimír Coufal,46,DEF,West Ham,Man Utd,West Ham
624,529,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-122,8938,102,224,529,Conor Coventry,44,MID,West Ham,Man Utd,West Ham
625,530,155,Fulham,-1,False,2023-12-10T14:00:00Z,5,0,16,45,0,0,0,3,0,0,0,1,0,0,0,-1,5.2,1.3,0.0,0.7,1,0.00,0.00,0.00,1.12,42,-166,35153,859,1025,530,Aaron Cresswell,42,DEF,West Ham,Man Utd,West Ham
626,531,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-4,1137,0,4,531,Flynn Downes,50,MID,West Ham,Man Utd,West Ham
627,532,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,45,0,0,0,2,0,0,0,0,0,0,0,14,9.6,16.3,0.0,2.6,0,0.00,0.03,0.03,1.21,45,-470,70499,1915,2385,532,Emerson Palmieri dos Santos,45,DEF,West Ham,Man Utd,West Ham
628,533,155,Fulham,1,False,2023-12-10T14:00:00Z,5,0,16,90,0,0,0,5,0,0,0,0,0,3,0,16,23.8,0.0,0.0,2.4,1,0.00,0.00,0.00,2.34,42,7785,143289,9994,2209,533,Lukasz Fabianski,42,GKP,West Ham,Man Utd,West Ham
629,534,155,Fulham,1,False,2023-12-10T14:00:00Z,5,0,16,45,0,0,0,3,0,0,0,0,0,0,0,3,1.6,4.3,4.0,1.0,1,0.00,0.01,0.01,1.12,47,-111,5426,40,151,534,Pablo Fornals Malla,46,MID,West Ham,Man Utd,West Ham
630,535,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,56,-1125,71108,1264,2389,535,Danny Ings,56,FWD,West Ham,Man Utd,West Ham
631,536,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-10,6572,101,111,536,Ben Johnson,44,DEF,West Ham,Man Utd,West Ham
632,537,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-138,11092,78,216,537,Thilo Kehrer,43,DEF,West Ham,Man Utd,West Ham
633,538,155,Fulham,1,False,2023-12-10T14:00:00Z,5,0,16,26,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.6,5.0,0.7,0,0.16,0.00,0.16,0.80,43,-7393,693839,14859,22252,538,Divin Mubama,43,FWD,West Ham,Man Utd,West Ham
634,539,155,Fulham,2,False,2023-12-10T14:00:00Z,5,0,16,64,0,0,0,4,0,0,0,0,0,0,0,9,4.8,7.3,1.0,1.3,1,0.03,0.05,0.08,1.54,60,-4519,167996,3673,8192,539,Lucas Tolentino Coelho de Lima,60,MID,West Ham,Man Utd,West Ham
635,541,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-6,2115,0,6,541,Gianluca Scamacca,60,FWD,West Ham,Man Utd,West Ham
636,542,155,Fulham,2,False,2023-12-10T14:00:00Z,5,0,16,90,0,0,0,5,0,0,0,0,0,0,0,9,3.6,1.8,0.0,0.5,1,0.00,0.01,0.01,2.34,49,-5760,200768,10793,16553,542,Tomáš Souček,49,MID,West Ham,Man Utd,West Ham
637,543,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-70,5388,0,70,543,Nikola Vlašić,45,MID,West Ham,Man Utd,West Ham
638,544,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,63,0,0,0,4,0,0,0,0,0,0,0,11,5.6,0.3,0.0,0.6,1,0.00,0.00,0.00,1.54,45,-2304,187421,3262,5566,544,Kurt Zouma,45,DEF,West Ham,Man Utd,West Ham
639,577,155,Fulham,1,False,2023-12-10T14:00:00Z,5,0,16,26,0,0,0,1,0,0,0,0,0,0,0,3,3.2,0.2,0.0,0.3,0,0.00,0.00,0.00,0.80,43,-91,9645,71,162,577,Angelo Ogbonna,43,DEF,West Ham,Man Utd,West Ham
640,642,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-166,15486,337,503,642,Edson Álvarez Velázquez,50,MID,West Ham,Man Utd,West Ham
641,647,155,Fulham,0,False,2023-12-10T14:00:00Z,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-73,5744,115,188,647,Joseph Anang,40,GKP,West Ham,Man Utd,West Ham
642,664,170,Wolves,3,True,2023-12-17T14:00:00Z,3,0,17,90,0,0,1,0,0,0,0,0,0,0,0,13,10.0,18.4,10.0,3.8,1,0.11,0.09,0.20,0.65,61,-35415,987556,30708,66123,664,James Ward-Prowse,61,MID,West Ham,Man Utd,West Ham
643,351,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-268,6833,332,600,351,Tommy Doyle,44,MID,Wolves,Chelsea,Wolves
644,545,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5284,40686,85,5369,545,Rayan Aït-Nouri,45,DEF,Wolves,Chelsea,Wolves
645,546,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,45226,141737,49253,4027,546,Daniel Bentley,39,GKP,Wolves,Chelsea,Wolves
646,547,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-656,46842,0,656,547,Bendegúz Bolla,40,DEF,Wolves,Chelsea,Wolves
647,548,160,Nott'm Forest,2,True,2023-12-09T15:00:00Z,1,1,16,68,0,0,0,1,0,0,0,0,0,0,0,1,2.6,6.8,5.0,1.4,1,0.07,0.01,0.08,0.31,44,566,10961,778,212,548,Hugo Bueno López,44,DEF,Wolves,Chelsea,Wolves
648,549,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-6,531,0,6,549,Francisco Jorge Tomás Oliveira,45,MID,Wolves,Chelsea,Wolves
649,550,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-13,1112,0,13,550,Luke Cundle,45,MID,Wolves,Chelsea,Wolves
650,551,160,Nott'm Forest,2,True,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,15,24.6,10.8,8.0,4.3,1,0.13,0.03,0.16,0.79,45,16852,60172,19577,2725,551,Craig Dawson,45,DEF,Wolves,Chelsea,Wolves
651,552,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-180,21577,571,751,552,Fábio Silva,53,FWD,Wolves,Chelsea,Wolves
652,554,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-19,3582,0,19,554,Gonçalo Manuel Ganchinho Guedes,54,MID,Wolves,Chelsea,Wolves
653,555,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-141,5634,30,171,555,Joe Hodge,44,MID,Wolves,Chelsea,Wolves
654,556,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-62,4878,0,62,556,Ki-Jana Hoever,40,DEF,Wolves,Chelsea,Wolves
655,557,160,Nott'm Forest,2,True,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,5,4.8,4.1,9.0,1.8,1,0.04,0.01,0.05,0.79,57,452003,1272901,468721,16718,557,Hwang Hee-chan,58,MID,Wolves,Chelsea,Wolves
656,559,160,Nott'm Forest,2,True,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,11,11.4,10.3,0.0,2.2,1,0.00,0.03,0.03,0.79,49,9,6047,190,181,559,João Victor Gomes da Silva,49,MID,Wolves,Chelsea,Wolves
657,560,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-252,5325,4,256,560,Jonathan Castro Otto,43,DEF,Wolves,Chelsea,Wolves
658,561,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-262,16594,176,438,561,Bruno Cavaco Jordão,43,MID,Wolves,Chelsea,Wolves
659,562,160,Nott'm Forest,1,True,2023-12-09T15:00:00Z,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1068,18100,290,1358,562,Sasa Kalajdzic,49,FWD,Wolves,Chelsea,Wolves
660,563,160,Nott'm Forest,2,True,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,14,19.4,13.9,2.0,3.5,1,0.00,0.03,0.03,0.79,45,2365,83634,7587,5222,563,Max Kilman,45,DEF,Wolves,Chelsea,Wolves
661,564,160,Nott'm Forest,0,True,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-742,70648,198,940,564,Tom King,39,GKP,Wolves,Chelsea,Wolves
